project_category,project_budget_usd,project_deadline_days,fl_experience_level,fl_hourly_rate,fl_n_projects,fl_completion_rate,fl_on_time_rate,fl_avg_rating,fl_dispute_rate,fl_repeat_client_rate,fl_available_in_days,fl_hours_per_week,fl_avg_response_hours,fl_portfolio_score,budget_match_score,deadline_feasible,category_match,exp_level_num,success,project_category_enc
writing,2000,30,junior,8.0,5,0.653,0.597,2.29,0.176,0.595,14,30,2.1,2.0,0.16,1,1,1,1,4
writing,2000,90,mid,8.16,40,0.791,0.639,4.02,0.131,0.391,7,10,3.4,2.8,0.163,1,1,2,1,4
writing,2000,7,mid,31.7,7,0.81,0.736,3.72,0.195,0.479,0,20,1.8,4.3,0.634,1,1,2,1,4
writing,2000,30,junior,14.5,5,0.638,0.503,3.31,0.197,0.813,3,10,5.6,1.0,0.29,1,0,1,0,4
design,500,60,mid,15.29,175,0.858,0.655,3.35,0.14,0.62,14,40,11.8,5.1,0.777,1,1,2,0,1
design,1000,60,senior,35.36,63,0.834,0.876,4.65,0.145,0.625,1,20,2.5,4.9,0.586,1,0,3,0,1
design,10000,30,junior,14.83,5,0.559,0.514,2.67,0.226,0.457,3,40,8.5,0.8,0.059,1,0,1,0,1
marketing,2000,14,mid,35.2,120,0.588,0.689,4.5,0.19,0.661,1,30,13.3,3.9,0.704,1,1,2,1,3
marketing,2000,30,junior,9.34,25,0.709,0.669,3.69,0.226,0.575,0,20,1.7,2.9,0.187,1,1,1,1,3
writing,2000,90,mid,24.61,7,0.76,0.761,4.38,0.182,0.622,0,40,2.5,2.7,0.492,1,1,2,1,4
design,2000,30,senior,73.22,87,0.832,0.949,4.68,0.111,0.887,0,20,0.5,4.4,0.536,1,1,3,1,1
data,500,14,junior,16.76,1,0.537,0.492,3.17,0.175,0.489,14,30,12.2,0.5,0.659,0,1,1,0,0
marketing,10000,7,junior,17.87,1,0.602,0.676,3.69,0.223,0.478,1,20,15.9,4.4,0.071,1,1,1,0,3
dev,20000,90,mid,11.87,88,0.762,0.704,3.8,0.205,0.77,0,20,17.6,4.8,0.024,1,0,2,1,2
dev,1000,60,mid,25.41,7,0.779,0.754,3.56,0.157,0.645,0,20,13.3,3.6,0.984,1,1,2,1,2
writing,2000,14,expert,122.36,0,0.0,0.0,0.0,0.0,0.0,7,40,0.9,8.1,-0.447,0,0,4,1,4
data,1000,14,senior,27.63,15,1.0,0.777,3.63,0.151,0.873,0,20,14.0,5.5,0.895,1,1,3,1,0
marketing,5000,30,junior,20.79,19,0.593,0.497,2.35,0.238,0.517,1,30,13.7,1.7,0.166,1,1,1,1,3
data,2000,30,mid,38.56,7,0.794,0.853,4.14,0.124,0.929,1,40,10.6,4.3,0.771,1,1,2,1,0
marketing,20000,30,mid,29.87,16,0.88,0.648,4.15,0.113,0.857,3,30,12.7,5.8,0.06,1,1,2,1,3
writing,2000,14,expert,111.96,76,0.891,0.964,4.51,0.0,0.917,3,10,0.7,7.8,-0.239,1,0,4,1,4
design,10000,14,expert,109.73,60,0.786,0.762,4.52,0.125,0.826,0,30,7.1,8.3,0.439,1,1,4,1,1
data,2000,14,mid,38.56,7,0.794,0.853,4.14,0.124,0.929,1,40,10.6,4.3,0.771,1,1,2,1,0
marketing,1000,14,junior,15.64,34,0.597,0.588,3.71,0.179,0.397,14,20,14.7,2.6,0.626,0,1,1,1,3
marketing,20000,60,senior,57.06,6,0.959,0.992,4.17,0.095,0.758,0,30,0.4,5.0,0.114,1,1,3,1,3
writing,500,60,senior,117.35,27,0.889,0.746,4.56,0.114,0.832,0,20,12.4,5.0,-1.0,1,0,3,0,4
writing,5000,14,junior,26.24,5,0.493,0.592,3.26,0.16,0.435,1,10,15.8,1.2,0.21,1,1,1,0,4
writing,500,90,expert,78.05,200,1.0,0.913,4.72,0.0,0.849,0,30,0.8,8.3,-1.0,1,1,4,1,4
design,2000,7,mid,30.73,132,0.687,0.673,3.74,0.191,0.642,3,30,1.3,2.5,0.615,1,1,2,1,1
marketing,1000,30,senior,63.5,84,0.84,0.898,4.45,0.089,0.864,0,40,4.4,6.3,-0.54,1,1,3,1,3
data,1000,90,senior,54.59,9,0.767,0.951,4.46,0.17,0.819,0,30,0.8,6.5,-0.184,1,1,3,1,0
data,2000,14,junior,13.2,17,0.799,0.789,3.9,0.229,0.488,7,20,0.5,2.8,0.264,0,0,1,1,0
marketing,500,60,senior,71.45,38,0.852,0.973,4.08,0.065,0.779,0,40,3.3,5.2,-1.0,1,1,3,1,3
dev,1000,30,expert,127.78,6,1.0,0.975,4.5,0.037,0.801,1,20,15.6,8.0,-1.0,1,1,4,1,2
marketing,5000,14,mid,30.38,109,0.826,0.688,4.32,0.154,0.605,3,40,33.1,1.8,0.243,1,1,2,0,3
data,1000,7,expert,96.25,104,1.0,0.937,4.92,0.045,0.867,30,10,6.9,7.4,-1.0,0,1,4,1,0
data,2000,30,junior,19.88,12,0.667,0.439,2.97,0.146,0.604,0,10,3.6,2.3,0.398,1,1,1,0,0
dev,2000,7,junior,11.83,14,0.708,0.821,2.71,0.19,0.547,1,30,4.9,1.0,0.237,1,1,1,1,2
marketing,1000,14,senior,42.04,67,0.902,0.858,4.27,0.082,0.773,0,40,0.8,7.3,0.318,1,1,3,1,3
marketing,500,30,senior,77.28,99,0.868,0.872,4.52,0.152,0.797,3,40,4.1,5.6,-1.0,1,1,3,1,3
data,1000,14,expert,101.71,65,0.959,1.0,4.29,0.053,0.702,1,30,2.8,7.1,-1.0,1,1,4,1,0
writing,10000,60,expert,58.7,20,0.875,0.658,3.56,0.026,0.846,3,10,14.1,8.3,0.235,1,1,4,1,4
data,10000,30,junior,12.66,32,0.669,0.444,3.38,0.225,0.351,1,30,30.8,2.4,0.051,1,1,1,1,0
data,1000,7,senior,79.26,44,0.767,0.827,4.85,0.116,0.972,1,10,3.8,5.7,-1.0,1,1,3,1,0
design,1000,14,junior,17.68,31,0.657,0.785,3.65,0.196,0.623,1,40,11.9,1.6,0.707,1,1,1,1,1
writing,1000,30,expert,87.97,0,0.0,0.0,0.0,0.0,0.0,7,30,5.8,7.4,-1.0,1,1,4,1,4
design,1000,30,mid,36.29,7,0.785,0.555,4.03,0.119,0.851,14,40,17.5,4.5,0.548,1,1,2,1,1
dev,2000,90,mid,54.51,18,0.873,0.876,3.97,0.158,0.806,0,10,0.3,5.1,0.91,1,1,2,1,2
marketing,1000,60,junior,14.11,54,0.579,0.717,3.46,0.135,0.497,0,40,9.2,2.0,0.564,1,1,1,0,3
dev,5000,30,mid,14.78,50,0.72,0.631,3.56,0.118,0.632,3,30,4.0,4.8,0.118,1,1,2,1,2
data,2000,90,expert,93.67,29,0.959,0.93,4.77,0.035,0.779,3,30,0.7,6.8,0.127,1,1,4,0,0
dev,5000,60,senior,57.18,17,0.757,0.715,4.74,0.043,0.757,1,20,8.4,7.4,0.457,1,1,3,0,2
marketing,2000,90,junior,23.02,24,0.679,0.477,2.85,0.193,0.558,7,40,4.0,1.7,0.46,1,0,1,1,3
dev,20000,60,junior,27.53,29,0.648,0.422,3.15,0.21,0.601,30,20,4.8,2.3,0.055,0,1,1,0,2
dev,1000,30,junior,8.26,31,0.752,0.666,2.74,0.223,0.453,14,10,12.1,1.0,0.33,1,0,1,1,2
design,1000,30,junior,21.46,59,0.504,0.601,2.94,0.203,0.343,0,20,10.3,0.1,0.858,1,1,1,1,1
writing,5000,60,junior,16.87,17,0.58,0.716,3.24,0.226,0.496,7,30,1.4,1.9,0.135,1,1,1,0,4
writing,2000,30,mid,44.66,35,0.865,0.712,4.11,0.172,0.558,0,20,1.5,3.8,0.893,1,1,2,1,4
data,1000,90,mid,33.23,43,0.828,0.674,3.75,0.145,0.645,0,10,8.6,4.0,0.671,1,0,2,0,0
marketing,1000,90,mid,44.55,14,0.925,0.792,4.03,0.177,0.618,1,10,1.7,4.5,0.218,1,1,2,0,3
design,1000,14,senior,31.26,58,0.882,0.862,4.72,0.078,0.785,3,20,2.7,6.1,0.75,1,0,3,1,1
dev,10000,30,junior,9.8,15,0.726,0.507,3.46,0.224,0.56,7,20,6.3,3.8,0.039,1,1,1,1,2
data,500,90,mid,24.93,33,0.672,0.761,3.83,0.165,0.651,0,30,14.3,4.7,0.006,1,0,2,1,0
design,2000,90,junior,8.49,13,0.613,0.639,3.52,0.175,0.566,3,10,9.3,1.5,0.17,1,0,1,1,1
data,1000,30,junior,23.02,24,0.679,0.477,2.85,0.193,0.558,7,40,4.0,1.7,0.921,1,1,1,0,0
design,500,14,expert,93.25,82,0.99,0.907,3.61,0.057,0.87,14,40,2.9,8.6,-1.0,0,0,4,0,1
writing,5000,14,senior,76.1,16,0.882,0.759,4.7,0.086,0.623,14,20,3.0,5.0,0.609,0,0,3,0,4
design,500,60,mid,38.36,38,0.84,0.584,4.26,0.19,0.642,1,20,0.1,3.4,-1.0,1,0,2,0,1
design,5000,30,senior,46.14,108,0.959,0.944,4.03,0.126,0.613,3,20,0.5,7.5,0.369,1,1,3,1,1
writing,1000,7,mid,24.92,186,0.945,0.646,4.05,0.132,0.642,14,40,3.3,2.3,0.997,0,1,2,1,4
writing,1000,90,senior,62.48,8,0.896,0.884,4.06,0.133,0.733,0,20,5.1,6.7,-0.499,1,1,3,1,4
writing,500,30,mid,30.07,77,0.741,0.808,2.95,0.107,0.631,0,20,10.2,2.7,-0.406,1,1,2,1,4
dev,2000,30,mid,28.05,10,0.899,0.708,4.02,0.182,0.726,1,30,9.8,4.5,0.561,1,0,2,1,2
dev,1000,30,senior,52.32,41,0.922,0.723,4.28,0.082,0.761,0,10,19.8,6.5,-0.093,1,1,3,1,2
writing,2000,60,mid,8.16,40,0.791,0.639,4.02,0.131,0.391,7,10,3.4,2.8,0.163,1,1,2,1,4
data,500,14,junior,19.65,21,0.685,0.721,3.13,0.231,0.579,14,40,0.5,1.3,0.428,0,1,1,1,0
marketing,10000,30,mid,26.38,173,0.715,0.812,3.99,0.151,0.582,0,20,1.6,5.3,0.106,1,0,2,0,3
dev,2000,30,senior,98.51,2,0.681,0.763,4.49,0.048,0.725,3,10,7.1,5.5,0.03,1,0,3,1,2
dev,10000,30,junior,10.08,91,0.646,0.553,2.84,0.2,0.504,7,30,6.1,1.0,0.04,1,0,1,0,2
dev,5000,7,junior,27.53,29,0.648,0.422,3.15,0.21,0.601,30,20,4.8,2.3,0.22,0,1,1,1,2
marketing,2000,60,senior,56.15,5,0.953,0.736,4.95,0.108,0.675,14,30,4.7,7.9,0.877,1,1,3,1,3
design,1000,30,junior,13.2,17,0.799,0.789,3.9,0.229,0.488,7,20,0.5,2.8,0.528,1,1,1,0,1
marketing,500,30,junior,15.64,34,0.597,0.588,3.71,0.179,0.397,14,20,14.7,2.6,0.749,1,1,1,1,3
dev,5000,60,senior,50.67,133,0.885,1.0,4.29,0.136,0.911,3,10,3.5,6.9,0.405,1,1,3,1,2
data,2000,7,senior,41.21,32,0.794,0.96,4.7,0.138,0.736,0,30,8.6,5.9,0.824,1,1,3,1,0
writing,1000,14,senior,76.82,27,0.853,0.874,4.08,0.115,0.714,30,30,0.1,7.6,-1.0,0,1,3,1,4
design,5000,14,expert,106.57,17,0.858,0.98,4.77,0.052,0.949,0,20,0.4,7.9,0.853,1,1,4,1,1
dev,500,30,senior,67.8,60,0.851,0.697,4.23,0.108,0.684,1,40,0.4,5.0,-1.0,1,1,3,1,2
marketing,500,30,senior,79.55,17,0.851,1.0,4.68,0.111,0.94,0,10,2.3,5.2,-1.0,1,0,3,0,3
writing,1000,60,senior,57.9,74,0.913,0.636,4.11,0.152,0.821,0,30,1.6,6.5,-0.316,1,1,3,1,4
data,1000,14,mid,39.46,56,0.81,0.809,4.5,0.134,0.618,3,30,0.1,2.9,0.422,1,1,2,1,0
data,500,14,expert,44.21,62,0.977,0.836,4.09,0.058,0.681,7,20,7.8,9.3,-1.0,0,1,4,1,0
marketing,5000,14,senior,57.06,6,0.959,0.992,4.17,0.095,0.758,0,30,0.4,5.0,0.456,1,1,3,1,3
writing,10000,14,senior,37.65,83,0.877,0.753,3.82,0.06,0.714,1,20,8.2,5.4,0.151,1,0,3,1,4
writing,5000,90,mid,41.9,118,0.722,0.793,4.04,0.112,0.838,1,10,0.2,3.4,0.335,1,1,2,0,4
dev,2000,60,senior,75.06,12,0.918,0.895,3.88,0.092,0.841,3,30,3.6,6.6,0.499,1,0,3,1,2
writing,1000,60,junior,18.03,7,0.721,0.679,3.28,0.232,0.693,7,20,7.9,3.3,0.721,1,0,1,0,4
writing,2000,30,senior,55.45,157,0.98,0.938,4.27,0.107,0.809,14,40,3.6,5.9,0.891,1,1,3,1,4
dev,20000,7,expert,103.04,54,1.0,0.799,4.44,0.01,0.871,1,20,2.6,8.7,0.206,1,1,4,1,2
writing,10000,14,mid,34.56,1,0.954,0.588,3.16,0.174,0.612,1,10,8.7,3.7,0.138,1,1,2,1,4
writing,2000,30,expert,73.4,8,0.99,0.988,4.55,0.068,0.865,3,10,0.7,8.1,0.532,1,0,4,1,4
marketing,2000,60,junior,9.19,1,0.793,0.532,2.63,0.19,0.568,3,30,3.4,2.6,0.184,1,1,1,1,3
data,10000,90,senior,47.26,13,0.965,0.774,4.82,0.123,0.953,1,20,6.0,5.5,0.189,1,0,3,1,0
design,500,30,senior,42.04,67,0.902,0.858,4.27,0.082,0.773,0,40,0.8,7.3,-1.0,1,0,3,0,1
data,1000,7,junior,8.0,18,0.72,0.461,3.01,0.192,0.488,0,10,26.2,3.4,0.32,1,1,1,0,0
dev,2000,60,senior,74.2,1,0.932,0.794,4.76,0.074,0.757,7,10,5.0,4.4,0.516,1,1,3,1,2
dev,2000,30,expert,90.27,1,0.972,0.88,4.95,0.108,0.871,3,40,17.3,8.3,0.195,1,1,4,1,2
data,2000,30,mid,29.79,35,0.753,0.804,4.16,0.151,0.681,3,40,17.5,3.8,0.596,1,1,2,1,0
data,2000,30,mid,30.44,14,0.913,0.653,3.87,0.131,0.754,7,10,18.6,4.2,0.609,1,1,2,1,0
design,5000,60,junior,17.68,31,0.657,0.785,3.65,0.196,0.623,1,40,11.9,1.6,0.141,1,1,1,1,1
data,1000,60,mid,38.73,11,0.762,0.821,3.58,0.195,0.653,0,20,0.2,4.1,0.451,1,1,2,1,0
data,1000,14,senior,75.06,12,0.918,0.895,3.88,0.092,0.841,3,30,3.6,6.6,-1.0,1,0,3,1,0
design,10000,90,junior,8.0,18,0.72,0.461,3.01,0.192,0.488,0,10,26.2,3.4,0.032,1,0,1,1,1
marketing,1000,30,mid,37.88,28,0.842,0.879,3.45,0.19,0.793,0,20,1.3,2.9,0.485,1,1,2,1,3
writing,500,60,mid,31.7,7,0.81,0.736,3.72,0.195,0.479,0,20,1.8,4.3,-0.536,1,1,2,1,4
data,1000,30,mid,17.14,33,0.763,0.813,4.79,0.155,0.703,3,40,9.6,4.0,0.686,1,1,2,0,0
design,20000,14,junior,19.17,9,0.659,0.557,3.74,0.161,0.705,1,20,4.1,1.0,0.038,1,0,1,0,1
writing,2000,90,expert,126.84,85,0.988,0.891,4.95,0.125,0.91,0,20,3.8,9.0,-0.537,1,0,4,1,4
marketing,5000,14,senior,35.7,36,0.859,0.805,4.29,0.019,0.775,14,20,5.2,5.0,0.286,0,1,3,1,3
data,10000,30,mid,24.0,57,0.812,0.639,3.82,0.152,0.695,0,40,0.5,4.1,0.096,1,1,2,1,0
writing,500,14,mid,8.16,40,0.791,0.639,4.02,0.131,0.391,7,10,3.4,2.8,0.653,0,1,2,1,4
writing,10000,30,mid,34.56,1,0.954,0.588,3.16,0.174,0.612,1,10,8.7,3.7,0.138,1,1,2,1,4
marketing,500,7,senior,54.02,32,1.0,0.889,4.89,0.106,0.785,3,30,4.9,6.3,-1.0,1,1,3,1,3
design,2000,30,mid,28.56,17,0.796,0.744,3.9,0.19,0.669,1,30,5.4,3.8,0.571,1,1,2,1,1
writing,5000,30,expert,99.78,57,0.979,1.0,4.53,0.047,0.763,0,30,29.3,9.2,0.798,1,1,4,1,4
design,1000,60,senior,82.33,33,0.841,0.838,5.0,0.058,0.942,7,20,3.7,7.3,-1.0,1,0,3,0,1
data,1000,30,junior,18.0,8,0.767,0.548,3.17,0.209,0.578,14,10,1.1,2.7,0.72,1,1,1,0,0
marketing,500,14,senior,76.09,2,0.888,0.895,3.8,0.132,0.68,7,10,4.3,3.7,-1.0,0,0,3,1,3
data,1000,90,mid,34.43,4,0.787,0.623,4.28,0.22,0.678,0,30,11.0,4.5,0.623,1,0,2,0,0
data,1000,30,expert,152.55,161,0.894,0.889,4.43,0.041,0.936,1,30,2.5,9.2,-1.0,1,1,4,1,0
dev,20000,14,mid,25.41,7,0.779,0.754,3.56,0.157,0.645,0,20,13.3,3.6,0.051,1,1,2,1,2
dev,2000,14,junior,8.0,1,0.606,0.698,3.29,0.166,0.631,3,40,7.7,1.6,0.16,1,1,1,1,2
data,1000,30,junior,9.32,17,0.691,0.567,2.95,0.19,0.695,3,30,11.1,3.2,0.373,1,1,1,0,0
writing,500,30,mid,18.82,41,0.83,0.746,4.29,0.088,0.66,0,20,10.7,4.8,0.494,1,1,2,1,4
design,2000,60,mid,21.7,116,0.775,0.774,4.26,0.079,0.579,3,30,0.4,5.4,0.434,1,1,2,1,1
design,10000,14,expert,103.62,67,1.0,0.999,4.91,0.016,0.993,0,30,44.7,6.9,0.414,1,1,4,1,1
marketing,1000,14,junior,19.23,10,0.619,0.566,2.71,0.222,0.53,7,30,26.7,1.3,0.769,0,1,1,1,3
design,5000,60,junior,19.44,65,0.602,0.666,3.65,0.174,0.554,30,30,6.1,2.8,0.156,0,0,1,0,1
marketing,1000,30,expert,78.23,105,0.979,0.728,4.65,0.03,0.661,7,10,0.5,9.0,-1.0,1,1,4,1,3
dev,500,60,mid,25.71,12,0.805,0.531,3.93,0.149,0.698,14,40,10.8,2.7,-0.057,1,1,2,1,2
writing,1000,14,junior,15.05,10,0.707,0.644,3.41,0.237,0.443,7,30,1.0,2.1,0.602,0,0,1,1,4
design,500,30,senior,67.16,41,0.957,0.772,4.56,0.125,0.789,7,10,1.6,5.4,-1.0,1,1,3,1,1
marketing,2000,90,senior,75.82,29,0.764,0.796,4.63,0.097,0.641,0,10,4.8,6.2,0.484,1,1,3,0,3
dev,5000,14,mid,8.16,40,0.791,0.639,4.02,0.131,0.391,7,10,3.4,2.8,0.065,0,0,2,0,2
design,1000,30,mid,44.55,14,0.925,0.792,4.03,0.177,0.618,1,10,1.7,4.5,0.218,1,0,2,1,1
design,500,60,mid,30.73,132,0.687,0.673,3.74,0.191,0.642,3,30,1.3,2.5,-0.458,1,1,2,1,1
data,500,14,mid,49.38,13,0.708,0.811,3.95,0.111,0.768,0,30,2.0,2.6,-1.0,1,1,2,0,0
writing,10000,7,mid,38.36,38,0.84,0.584,4.26,0.19,0.642,1,20,0.1,3.4,0.153,1,1,2,1,4
writing,10000,60,junior,8.0,5,0.653,0.597,2.29,0.176,0.595,14,30,2.1,2.0,0.032,1,1,1,1,4
data,500,14,expert,90.27,1,0.972,0.88,4.95,0.108,0.871,3,40,17.3,8.3,-1.0,1,0,4,1,0
writing,2000,60,mid,53.91,2,0.879,0.619,4.21,0.175,0.736,7,30,4.4,4.4,0.922,1,1,2,1,4
design,10000,14,mid,28.42,2,0.695,0.729,3.22,0.116,0.747,0,20,2.8,4.6,0.114,1,1,2,1,1
marketing,500,30,junior,9.27,14,0.775,0.429,3.19,0.175,0.733,1,10,22.3,2.6,0.742,1,1,1,1,3
design,5000,30,junior,12.4,28,0.581,0.632,4.04,0.195,0.567,7,40,1.3,2.9,0.099,1,1,1,1,1
design,1000,30,mid,51.6,44,0.832,0.841,3.78,0.166,0.74,1,20,4.2,6.0,-0.064,1,1,2,0,1
design,2000,30,expert,71.04,59,0.909,0.863,4.56,0.048,0.879,0,40,7.5,8.7,0.579,1,1,4,1,1
dev,500,90,expert,85.01,84,0.95,0.917,4.7,0.078,0.908,0,30,1.6,8.5,-1.0,1,1,4,1,2
writing,500,60,expert,107.25,200,0.954,0.853,4.46,0.086,0.828,3,30,0.9,8.9,-1.0,1,1,4,0,4
writing,1000,14,junior,20.37,42,0.59,0.567,3.38,0.227,0.525,0,30,3.6,0.8,0.815,1,1,1,1,4
marketing,2000,90,mid,44.6,7,0.665,0.711,3.92,0.082,0.67,7,30,0.5,4.0,0.892,1,1,2,1,3
marketing,5000,90,junior,8.0,11,0.706,0.857,3.45,0.14,0.514,0,30,0.7,2.1,0.064,1,1,1,1,3
marketing,2000,30,expert,132.56,11,0.935,1.0,4.68,0.085,0.786,1,20,4.2,7.7,-0.651,1,1,4,1,3
dev,1000,30,junior,15.83,44,0.644,0.721,3.21,0.16,0.207,3,20,2.7,0.2,0.633,1,1,1,1,2
dev,2000,30,mid,37.62,27,0.66,0.772,3.87,0.194,0.607,0,40,2.2,3.7,0.752,1,1,2,1,2
writing,2000,30,mid,35.75,11,0.917,0.817,3.74,0.221,0.895,30,20,3.9,4.6,0.715,0,0,2,0,4
data,2000,60,junior,9.25,36,0.612,0.517,2.98,0.159,0.542,1,40,0.3,0.3,0.185,1,1,1,0,0
marketing,1000,60,mid,49.36,2,0.643,0.652,3.65,0.151,0.646,3,20,1.9,3.1,0.026,1,1,2,1,3
design,5000,30,mid,34.81,17,0.728,0.814,3.47,0.127,0.759,0,40,0.1,4.2,0.278,1,1,2,0,1
data,500,30,mid,54.04,164,0.753,0.633,4.29,0.147,0.569,3,20,0.2,4.4,-1.0,1,1,2,1,0
dev,2000,30,junior,10.55,23,0.693,0.558,3.13,0.229,0.642,3,10,0.5,1.7,0.211,1,1,1,1,2
data,5000,60,junior,18.03,7,0.721,0.679,3.28,0.232,0.693,7,20,7.9,3.3,0.144,1,1,1,1,0
data,20000,60,senior,30.32,61,0.833,0.834,4.98,0.154,0.855,3,10,2.5,6.6,0.061,1,1,3,1,0
design,5000,30,mid,33.23,43,0.828,0.674,3.75,0.145,0.645,0,10,8.6,4.0,0.266,1,1,2,1,1
dev,500,60,expert,87.97,0,0.0,0.0,0.0,0.0,0.0,7,30,5.8,7.4,-1.0,1,0,4,0,2
marketing,5000,60,mid,42.65,24,0.798,0.674,3.68,0.171,0.797,14,20,4.8,3.7,0.341,1,1,2,0,3
writing,500,30,senior,68.52,22,0.993,0.874,4.14,0.15,0.889,0,40,0.4,4.8,-1.0,1,0,3,1,4
data,500,60,mid,38.57,5,0.66,0.789,3.8,0.195,0.625,0,20,9.9,3.4,-1.0,1,1,2,0,0
design,1000,14,junior,13.2,17,0.799,0.789,3.9,0.229,0.488,7,20,0.5,2.8,0.528,0,1,1,0,1
design,2000,7,mid,33.23,43,0.828,0.674,3.75,0.145,0.645,0,10,8.6,4.0,0.665,1,1,2,1,1
design,2000,7,mid,40.25,48,0.717,0.69,4.52,0.189,0.704,0,20,8.9,3.1,0.805,1,1,2,1,1
dev,1000,30,junior,19.21,2,0.654,0.464,3.27,0.178,0.433,14,20,31.3,2.0,0.768,1,1,1,0,2
dev,1000,60,mid,23.37,18,0.762,0.717,3.94,0.141,0.743,1,20,4.4,3.6,0.935,1,1,2,1,2
marketing,500,14,senior,59.84,59,0.917,0.965,4.61,0.097,1.0,0,30,5.1,6.9,-1.0,1,0,3,0,3
writing,1000,30,expert,102.04,22,0.973,0.897,5.0,0.076,0.938,0,30,1.9,7.5,-1.0,1,1,4,1,4
dev,500,30,mid,33.99,89,0.879,0.729,3.74,0.189,0.631,7,20,4.5,2.6,-0.719,1,1,2,1,2
dev,1000,60,expert,97.34,4,0.94,0.899,3.98,0.039,0.793,1,10,0.8,7.3,-1.0,1,1,4,1,2
marketing,10000,7,mid,29.87,16,0.88,0.648,4.15,0.113,0.857,3,30,12.7,5.8,0.119,1,1,2,1,3
writing,1000,7,mid,33.03,100,0.77,0.822,3.61,0.105,0.529,0,40,0.4,3.2,0.679,1,1,2,1,4
dev,2000,30,junior,13.96,0,0.0,0.0,0.0,0.0,0.0,3,40,1.2,1.8,0.279,1,0,1,0,2
writing,5000,30,mid,50.07,20,0.821,0.665,4.08,0.16,0.686,0,20,9.2,3.6,0.401,1,1,2,1,4
design,2000,14,mid,34.81,17,0.728,0.814,3.47,0.127,0.759,0,40,0.1,4.2,0.696,1,1,2,1,1
design,1000,30,mid,35.0,19,0.766,0.629,3.17,0.198,0.574,0,20,7.8,1.3,0.6,1,0,2,1,1
marketing,2000,90,mid,44.55,14,0.925,0.792,4.03,0.177,0.618,1,10,1.7,4.5,0.891,1,1,2,1,3
writing,2000,30,expert,116.92,3,0.85,0.709,4.91,0.01,0.928,7,30,6.4,8.4,-0.338,1,1,4,1,4
data,5000,60,expert,109.73,60,0.786,0.762,4.52,0.125,0.826,0,30,7.1,8.3,0.878,1,0,4,1,0
marketing,1000,30,junior,12.53,11,0.719,0.531,3.25,0.224,0.548,0,30,3.2,0.7,0.501,1,1,1,0,3
data,500,14,expert,154.05,25,0.968,0.855,4.39,0.057,0.968,14,40,1.4,8.8,-1.0,0,1,4,1,0
design,2000,14,junior,10.52,67,0.624,0.506,2.99,0.218,0.545,0,10,9.9,1.2,0.21,1,1,1,1,1
data,500,14,junior,8.0,24,0.562,0.664,3.14,0.231,0.471,0,10,5.3,1.5,0.64,1,0,1,0,0
design,500,30,mid,37.17,91,0.667,0.79,3.07,0.149,0.618,1,40,0.6,2.7,-0.974,1,1,2,0,1
marketing,2000,14,junior,18.77,18,0.573,0.642,3.05,0.174,0.518,30,30,3.2,2.5,0.375,0,1,1,0,3
design,1000,30,junior,17.68,31,0.657,0.785,3.65,0.196,0.623,1,40,11.9,1.6,0.707,1,1,1,1,1
marketing,2000,60,senior,68.52,22,0.993,0.874,4.14,0.15,0.889,0,40,0.4,4.8,0.63,1,1,3,1,3
writing,2000,60,junior,18.15,2,0.748,0.529,2.91,0.207,0.581,30,30,1.2,3.1,0.363,0,1,1,1,4
marketing,500,60,junior,12.53,11,0.719,0.531,3.25,0.224,0.548,0,30,3.2,0.7,0.998,1,1,1,1,3
marketing,5000,60,senior,65.17,2,0.861,0.909,4.45,0.101,0.829,1,40,6.7,5.9,0.521,1,1,3,0,3
design,1000,90,senior,65.74,13,0.99,0.85,4.76,0.102,0.793,3,30,10.8,5.4,-0.63,1,1,3,1,1
design,500,60,mid,23.7,45,0.82,0.721,4.4,0.162,0.657,1,30,11.8,3.1,0.104,1,1,2,0,1
dev,1000,14,senior,45.25,10,0.739,0.894,4.01,0.094,0.855,0,20,3.6,5.0,0.19,1,1,3,1,2
writing,10000,14,senior,52.2,36,1.0,0.855,3.75,0.09,0.703,0,30,1.0,6.7,0.209,1,1,3,1,4
marketing,1000,14,expert,116.92,3,0.85,0.709,4.91,0.01,0.928,7,30,6.4,8.4,-1.0,0,0,4,1,3
dev,5000,7,mid,24.87,38,0.621,0.756,4.01,0.05,0.618,7,40,2.7,3.0,0.199,0,1,2,1,2
design,5000,14,senior,79.18,57,0.924,0.934,4.18,0.094,0.944,0,30,2.0,6.6,0.633,1,1,3,1,1
marketing,1000,60,senior,54.02,32,1.0,0.889,4.89,0.106,0.785,3,30,4.9,6.3,-0.161,1,1,3,1,3
dev,5000,7,senior,79.1,41,0.954,0.84,4.19,0.104,0.726,7,30,34.9,7.6,0.633,0,0,3,0,2
dev,1000,60,junior,9.8,15,0.726,0.507,3.46,0.224,0.56,7,20,6.3,3.8,0.392,1,1,1,1,2
writing,5000,14,mid,22.46,32,0.791,0.887,4.0,0.143,0.803,1,20,1.3,3.8,0.18,1,1,2,1,4
marketing,500,30,junior,14.11,54,0.579,0.717,3.46,0.135,0.497,0,40,9.2,2.0,0.871,1,1,1,1,3
design,5000,30,senior,69.99,55,0.959,0.73,4.6,0.095,0.861,1,30,0.3,6.5,0.56,1,1,3,1,1
